-12,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,D5KpCRN8vTkYAVbPp/R4QwSwjRA=
-16,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,D5KpCRN8vTkYAVbPp/R4QwSwjRA=
-11,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,D5KpCRN8vTkYAVbPp/R4QwSwjRA=
-10,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,D5KpCRN8vTkYAVbPp/R4QwSwjRA=
-15,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,D5KpCRN8vTkYAVbPp/R4QwSwjRA=
-14,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,D5KpCRN8vTkYAVbPp/R4QwSwjRA=
-13,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,D5KpCRN8vTkYAVbPp/R4QwSwjRA=
-3,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,QhlIWe0hNkfankeRBSVtxymQNF4=
-1,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,QhlIWe0hNkfankeRBSVtxymQNF4=
-6,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,QhlIWe0hNkfankeRBSVtxymQNF4=
-2,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,QhlIWe0hNkfankeRBSVtxymQNF4=
-9,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,D5KpCRN8vTkYAVbPp/R4QwSwjRA=
-8,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,QhlIWe0hNkfankeRBSVtxymQNF4=
-5,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,QhlIWe0hNkfankeRBSVtxymQNF4=
-7,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,QhlIWe0hNkfankeRBSVtxymQNF4=
-4,32,3iqrcTW1wxavlXqKUZF2BG4c1lQ=,QhlIWe0hNkfankeRBSVtxymQNF4=
