-2,-7,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-3,-7,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-2,-8,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-3,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-3,-8,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-2,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-4,-7,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-7,-7,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-5,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-4,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-6,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-6,-7,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-7,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-5,-7,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-7,-2,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-6,-2,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-6,-3,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-6,-4,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-7,-3,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-5,-2,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-4,-3,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-3,-2,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-6,-5,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-2,-2,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-2,-4,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-2,-3,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-3,-3,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-4,-4,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-2,-5,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-3,-4,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-5,-4,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-5,-5,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-4,-5,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-5,-3,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-3,-5,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-7,-4,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-4,-2,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-7,-5,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-15,-7,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,CyZchp3jF7sAsTuYqmNoBPNTO+U=
-14,-7,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,CyZchp3jF7sAsTuYqmNoBPNTO+U=
-14,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,CyZchp3jF7sAsTuYqmNoBPNTO+U=
-15,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,CyZchp3jF7sAsTuYqmNoBPNTO+U=
-4,-8,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,xsw15gzzGefAeHPGrI9DR6WZKkk=
-7,-8,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-6,-8,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-5,-8,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-16,-7,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,CyZchp3jF7sAsTuYqmNoBPNTO+U=
-16,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,CyZchp3jF7sAsTuYqmNoBPNTO+U=
-15,-8,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,CyZchp3jF7sAsTuYqmNoBPNTO+U=
-14,-8,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,CyZchp3jF7sAsTuYqmNoBPNTO+U=
-7,-1,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-6,-1,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-4,-1,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-5,-1,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,PihQu8KRQSUhJ3CHm5OvKkkbd8g=
-3,-1,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-2,-1,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,m/xL+4lAC+Q3Ds0796DMFOyxAMc=
-13,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,CyZchp3jF7sAsTuYqmNoBPNTO+U=
-8,-8,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,fF+nNn5zFXJjsJPb1t3j4GIU5DM=
-12,-6,x2ttg6EZ4EMDFHK1PDkQBJlOBh8=,2Tmni+WrowNtcT55SkFq7cJeGrQ=
