-13,-48,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-4,-45,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-1,-47,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-3,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-2,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-4,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-12,-48,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-5,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-3,-45,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-6,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-2,-45,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-7,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-11,-48,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-8,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-14,-47,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-1,-45,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-9,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-10,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-16,-44,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-15,-44,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-11,-46,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-14,-44,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-13,-44,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-12,-44,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-11,-44,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-10,-44,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
-9,-44,nEcKVt8tEtWUEOZb1KFhLayQhuQ=,gXDVQl3yyZi2zi6q/cpI0z2ffUk=
